Movie_ID,Title,Release Date,Poster URL,Description,Genres,Director,Crew,Trailer
34,The Lego Batman Movie,2017-02-08,https://image.tmdb.org/t/p/w500/snGwr2gag4Fcgx2OGmH9otl6ofW.jpg,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.","Animation, Action, Comedy, Family",Chris McKay,"Bob Kane, Bill Finger, Jerry Siegel, Joe Shuster, Sonal Joshi",https://www.youtube.com/watch?v=rGQUKzSDhrg
35,Adventures with Batman 2,2019-05-20,https://image.tmdb.org/t/p/w500/8I6Lr7junGoMjJKdF15i1S8UAyJ.jpg,"After the crisis caused by Matheus in the city, the toys start to worry more about their own safety. Additionally, Batman’s absence from the lives of the citizens increases the chances of Matheus carrying out his plan for revenge, which involves using two innocent toys as test subjects. These events could lead to serious consequences for both the community and the individuals involved.",,Marcelo Cauã,"Marcelo Cauã, Marcelo Cauã, Marcelo Cauã",No trailer
36,Batman and Blue Joker in Trouble,2024-08-17,https://image.tmdb.org/t/p/w500/tnUhWYdmMGkshSX2uqQ82Qm1ENW.jpg,"Batman finally catches The Joker and tries to interrogate him about the dissappearence of Herobrine, but Joker has become a blue lipstick liberal and now Batman has to discover his secrets, accompanied by his new companion - Robin / Terkel! The whole movie is improvized and has been made in less than a week","Comedy, Action, Crime, Adventure",Droždí Jelínek,"Maršál Schneider, Droždí Jelínek, Maršál Schneider",No trailer
37,Cars,2006-06-08,https://image.tmdb.org/t/p/w500/2Touk3m5gzsqr1VsvxypdyHY5ci.jpg,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.","Animation, Adventure, Comedy, Family",John Lasseter,"David Munier, Jessica Giampietro McMackin, John Lasseter, Randy Newman, Tom Myers",https://www.youtube.com/watch?v=SbXIj2T-_uk
38,Cars,1979-01-01,https://image.tmdb.org/t/p/w500/szp2sWDXh6uhaEAA00U1Dhlxptk.jpg,"“I don’t drive, but I know people who’ll drive 100 metres to go to the shops. Our society is obsessed with the car, with coming and going, getting somewhere. I used very intricate matting, some shaped like knives. I wanted the cars to slice each other in two, creating a kind of hurdy gurdy atmosphere…an abstract rushing to and fro, going nowhere. The first half of the film is silent. The second half, a grainy dupe of the same images, has sound and is far more urgent and aggressive.” (Paul Winkler)",,Paul Winkler,Paul Winkler,No trailer
39,Baba's Cars,2006-03-31,https://image.tmdb.org/t/p/w500/sT9WRzo9hPc4w8A6UTEPrGhlJ7c.jpg,Jojo is out of money and must work for his stepfather's shady car dealership to pick up a car that belongs to a Russian gangster.,"Comedy, Action",Rafael Edholm,"Rafael Edholm, Björn Olofsson, Rafael Edholm, Magnus Bergentz, Anders Hörling",No trailer
40,Princess Principal Crown Handler: Chapter 3 – Cost for Custom Cars,2023-11-22,https://image.tmdb.org/t/p/w500/4h6FQRUDsDc1i6XzrekUjETBK.jpg,Cars are essential tools for spies. Dorothy got permission from the control center to purchase a new car and worked on the specifications. Then the members of the White Dove Squad arrive and use their imagination to design what they envision as their ideal car. Whose ideas will be adopted?,Animation,Masaki Tachibana,"Masaki Tachibana, Noboru Kimura",No trailer
41,Old Men in New Cars: In China They Eat Dogs II,2002-07-12,https://image.tmdb.org/t/p/w500/n2KH5TlEcYPvinmwsJj4ULc1xDO.jpg,"The last wish of the dying ""Monk"" is for his foster child, Harald, to find his real son, Ludvig. But the latter is currently in a Swedish prison cell...","Action, Comedy, Crime, Thriller",Lasse Spang Olsen,"George Keller, Henrik Kristensen, Lasse Spang Olsen, Mikkel E.G. Nielsen, Anders Thomas Jensen",https://www.youtube.com/watch?v=5ihCzPrsCeA
42,Be Careful What You Wish For,2020-04-24,https://image.tmdb.org/t/p/w500/lG6Wx5tWOEHkOuexEvNYha3ofvM.jpg,"Pamela is an eight-year-old girl who loves horror movies and fairy tales. When his uncle gives her away a doll named ""Hellequin"" as a birthday gift, a tale of betrayal begins to unfold before her eyes.",Horror,Agustín Oso Tapia,"Agustín Oso Tapia, Agustín Oso Tapia",No trailer
43,Cars 2,2011-06-11,https://image.tmdb.org/t/p/w500/okIz1HyxeVOMzYwwHUjH2pHi74I.jpg,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,"Animation, Family, Adventure, Comedy",John Lasseter,"Stephen Schaffer, Michael Giacchino, John Lasseter, Denise Ream, Natalie Lyon",https://www.youtube.com/watch?v=lg5hj2c5Nkk
44,What Happened at the Carpenter's Shop,2020-03-05,https://image.tmdb.org/t/p/w500/bMhxD4DKRJM1dydluvsS5aL2Tci.jpg,"A rumour spread out all over the neighborhood. Yeon-joo, a beautiful, entertaining SNS celebrity, and also a woodworker is being watched and admired by Do-shik.  He decides to ask her for a date one weekend. Do-shik appeared and grasped Yeon-joo without her noticing him.  Meanwhile, the clueless, naïve, and honest bookkeeper of the carpenter shop is keeping two huge secrets no one would even thought of.  Finally, the great secret of Yeon-joo and Tae-ju is revealed, turning the tables around.",Romance,No Hyun-jin,No Hyun-jin,No trailer
45,Cars of the Revolution,2008-10-24,https://image.tmdb.org/t/p/w500/1FUuUG7bY8QIfoWSVLV7pofVf7q.jpg,"In the years of military coup, Turkey was unable to produce its own cars. But Pasha believed that Turkish people can produce their own cars so he ordered 2 cars. Gunduz and engineers with him must produce 2 cars in only 130 days!",Drama,Tolga Örnek,"Tolga Örnek, Ismail 'Niko' Canlisoy, Neslihan Aydın, Sema Sahin, Türker Korkmaz",No trailer
46,The Carnal Sutra Mat,1986-12-12,https://image.tmdb.org/t/p/w500/5fGULTfD8pcbI8N8YExRKgy4PGn.jpg,"Adapted from the same infamous ancient text as the popular 1992 opus Sex and Zen, this film. Mei Yeung-sun is a man of letters who is less than thrilled with his sex life with his comely young wife Ti Yuk-xiang. Yet when Mei uncovers the family sex manual, their physical relationship improves considerably. So successful is the transformation that the two spend all of their time in the sack, much to the consternation of the girl's father. Later, Mei leaves home supposedly to become an official in the big city. In fact, Mei really plans to troll around the countryside and have sex with as many women as possible. Thanks to the advice of master thief Tsoi Kwun-lung, Mei visits a noted doctor and leaves the place with a massive newly installed penis. Brimming with cocksure confidence, he soon seduces lonely housewife Yim-fong. Her thuggish husband Kuan Low-si soon gets his revenge.",,Ho Fan,Ho Fan,No trailer
47,The Little Cars Live,2012-10-24,https://image.tmdb.org/t/p/w500/aPSR2nGlfPubyz6tPUNGEemoRSw.jpg,"In this musical children will sing and dance hits for generations to enjoy children of all ages, with the Class of Strollers! New clothes are of well-known songs in different musical styles to suit all tastes.",Animation,Cristiano Valente,Cristiano Valente,No trailer
48,Riding in Cars with Boys,2001-10-19,https://image.tmdb.org/t/p/w500/lz8FCZAzfr2gzju6YM4s7UCZugL.jpg,"In 1965, a young woman with dreams of becoming a writer has a son at the age of 15 and struggles to make things work with the drug-addicted father.","Comedy, Drama, Romance",Penny Marshall,"Julie Ansell, Penny Marshall, Hans Zimmer, Morgan Ward, Lawrence Jordan",https://www.youtube.com/watch?v=hZM1qKzOod8
49,The Little Cars in the Great Race,2006-06-20,https://image.tmdb.org/t/p/w500/9bA11rxTYfwU3ht7rNPJTpocyCr.jpg,"Three friends have been anxiously awaiting  for the great race to return to their town! Their champion hasn't lost a race in eight years. Once things start to go wrong, will Tony find strength to save the day? Will his secret love distract him or his boss keep him from going to the race?","Animation, Family",Cristiano Valente,"Marcelo Cabral, Marcelo Cabral, Mauricio Milani, Edmilson Satiro, Sean Axé",No trailer
50,Love of Cars,1988-11-18,https://image.tmdb.org/t/p/w500/tnrAhkdCTVj57UkAxGW2EaTKiSk.jpg,"A bunch of teenage boys in Mora, Sweden, who are torn between their great interest in cars and their girlfriends. The film especially follows Jan Broberg and his rebuilding of a Volvo Amazon, year model 1966.",Documentary,Ylva Floreman,"Ylva Floreman, Ylva Floreman, Hans-Åke Lerin",No trailer
51,Carsten & Gitte's Movie Madness,2008-06-03,https://image.tmdb.org/t/p/w500None,"Anders Morgenthaler's two puppet friends Carsten and Gitte present a compilation of six short animation and puppet films, directed by Karla Nielsen, Rikke Hallund, Sabine Ravn, Mette Skov, Esben Toft Jacobsen and Anders Morgenthaler.","Family, Comedy",Sabine Ravn,"Sabine Ravn, Anders Morgenthaler, Karla Nielsen, Rikke Hallund, Mette Skov",No trailer
52,All My Cars.,2018-03-23,https://image.tmdb.org/t/p/w500/kmAsK85i3lyrZZDktJgUw2VyDhB.jpg,A boy looks through his collection of cars.,Drama,Reese Hester,Reese Hester,No trailer
53,Crying in our Cars,2011-05-04,https://image.tmdb.org/t/p/w500None,"Sometimes you cry in other peoples’ homes. You ring up and say: I don’t want them to hear, I don’t want them to see me. Can you give me the keys to your place? In return you clean up, you vacuum a little or you leave a few choco- lates on the kitchen table. You have several sets of keys, several places to cry and bags full of gifts to leave there.",,Isabelle Martin,Isabelle Martin,No trailer
54,Cars 3,2017-06-15,https://image.tmdb.org/t/p/w500/fyy1nDC8wm553FCiBDojkJmKLCs.jpg,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!","Family, Comedy, Adventure, Animation",Brian Fee,"Christian Roman, Brian Fee, Kevin Reher, Bob Peterson, Eyal Podell",https://www.youtube.com/watch?v=ZuaseSovWDY
55,Is There a Place Like This in Korea?! Visiting a Cheongdam Skin Care Shop,2024-04-03,https://image.tmdb.org/t/p/w500/xbN65PvfBKVJ7bXl1LVDJV7EjZf.jpg,"Tina, a young woman who has lost her way in life, rents a room from the vibrant Megi, thanks to whom she gradually starts to discover what it’s like to be free and to be able to make her own decisions without being reliant on men… Self-assured in its directorial style, this authentic film portrays millennials in contemporary Tbilisi and points to the influence of patriarchal thinking on Georgian society.",,Unknown,,No trailer
56,Home Care,2015-07-16,https://image.tmdb.org/t/p/w500/8lENrJcRrSYPNTIuZ0vjv63khHb.jpg,"Dedicated home care nurse Vlasta attends her whimsical patients in Czech wine country and lives for her husband Lada and her daughter, but one day things change and Vlasta is forced to reach outside of her comfort zone. Drama and gentle humor intertwine as Vlasta realizes, for the first time in her life, that she might need some care, too.","Drama, Comedy",Slávek Horák,"Slávek Horák, Vladimír Barák, Slávek Horák, Slávek Horák, Jan Šťastný",No trailer
57,A Minecraft Movie,2025-03-31,https://image.tmdb.org/t/p/w500/iPPTGh2OXuIv6d7cwuoPkw8govp.jpg,"Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.","Family, Comedy, Adventure, Fantasy",Jared Hess,"Roy Lee, Jared Hess, Mary Parent, Jon Spaihts, Vu Bui",https://www.youtube.com/watch?v=8B1EtVPBSMw
58,Minecraft: The Story of Mojang,2012-12-23,https://image.tmdb.org/t/p/w500/2V3Tbq7xdRRw0G92Tx62IYDLz1g.jpg,"Minecraft: The Story of Mojang is a feature-length documentary that follows the young company over the course of its first year as their profile expanded across the world stage and into the homes of millions of gamers. Featuring insights from industry icons, journalists, tastemakers, and players profoundly impacted by the game, the film serves as a time capsule for one of this generation's most unorthodox success stories.",Documentary,Paul Owens,"Paul Owens, Burnie Burns, Daniel Rosenfeld, Peter De Bourcier, Paul Levering",https://www.youtube.com/watch?v=SXEdspVDMxw
59,Minecraft: Into the Nether,2015-01-27,https://image.tmdb.org/t/p/w500/vLci7Om940xXupc4kUPTC2JoGWW.jpg,"Minecraft. The game that took the world by storm. Follow the story of how the Minecraft phenomenon has ploughed through the 21st century selling over 54 million copies worldwide on a multitude of platforms engaging an audience in the millions which is still continuing to grow. The game boasts the biggest digital world in gaming history with a fan base stretching to every corner of the globe. Youtube viewing numbers have grown and online participation has tripled over the last few years creating a new industry for enthusiastic gamers. Vast communities have been brought together through it's educational impact, YouTube celebrities, festivals and game events pushing the boundaries of technology and creativity to the limits.",Documentary,Billy Simpson,Billy Simpson,https://www.youtube.com/watch?v=7hxGWe3FKdc
60,Minecraft: The Story of Minecraft,2016-08-09,https://image.tmdb.org/t/p/w500/dPbOs8EzEiLBb2k2Bq0k2LIDfez.jpg,"Since its development in 2009, Minecraft has taken the digital world by storm. It’s now played by millions of people on a global scale. Its impact on the gaming community is unrivalled, so much so that Microsoft purchased Minecraft for an eye watering $2.5 billion. With new game modes being developed, there is every chance Minecraft will be the worlds No. 1 game for many years to come. With exclusive interviews from YouTube celebrities such as The Diamond Minecart and Ali A, as well as industry experts, this documentary takes an in depth look at how one game took over the gaming world. Get lost in a digital universe, follow the story of Minecraft.",,Unknown,,No trailer
61,Untitled A Minecraft Movie Sequel,,https://image.tmdb.org/t/p/w500None,The sequel to A Minecraft Movie. Plot TBA.,"Family, Comedy, Adventure, Fantasy",Unknown,"Vu Bui, Roy Lee",No trailer
62,Minecraft: Through the Nether Portal,2017-05-16,https://image.tmdb.org/t/p/w500/fLCB9f2zqdksQxLPUPJpPWUP7xL.jpg,"Minecraft: Through the Nether Portal takes you on a journey through the ever-evolving, epic game of Minecraft. Its popularity is opening up a whole new world for this generation, with millions of new players signing up each week. With exclusive interviews from industry experts and Minecraft’s biggest YouTube players, Dan TDM and Ali-A, we look at how the game is now being used as a tool for education and teaching while digging deeper into the creativity behind the game.",Documentary,Billy Simpson,"Billy Simpson, Brian Aabech",No trailer
63,Minecraft Mysteries,2020-06-11,https://image.tmdb.org/t/p/w500None,A detective is pulled through a series of unsettling events. This is his story.,,David Brinkley,"David Brinkley, David Brinkley",No trailer
64,The Minecraft Movie Collection,Unknown,https://image.tmdb.org/t/p/w500/8jMQ2sVZ1RRiYSpcb7Yommo7V4r.jpg,No description available,,Unknown,,No trailer
65,Minecraft: Fuga Impossivel - O Filme,,https://image.tmdb.org/t/p/w500None,,,Unknown,,No trailer
66,Ahmed's Song,2019-02-02,https://image.tmdb.org/t/p/w500/yT5qAIoxM2XqkSZzLX0D9yXGCnF.jpg,"One day Ahmed, employed at the public baths and nearing retirement, encounters Mike, a teenager adrift. Inside the bathhouse walls, a strange relationship will develop between these two fractured souls.",Drama,Foued Mansour,"Abdelkader Chaou, Foued Mansour, Foued Mansour",No trailer
67,Uncle Ahmed's Case,1985-01-21,https://image.tmdb.org/t/p/w500/f27SzjwNoCLdpwQvHYQPi320a0C.jpg,,,Ali Reda,"Bahgat Kamar, Kamal Karim, Ali Reda",No trailer
68,Young Ahmed,2019-05-22,https://image.tmdb.org/t/p/w500/z4D3GE3JzyrFe7pnSUqDwdq1KhY.jpg,A Belgian teenager hatches a plot to kill his teacher after embracing an extremist interpretation of the Quran.,"Drama, Family",Jean-Pierre Dardenne,"Benoît Dervaux, Luc Dardenne, Jean-Pierre Dardenne, Luc Dardenne, Jean-Pierre Dardenne",https://www.youtube.com/watch?v=sTlhjBUikVw
69,Ahmed Guessous,2010-07-21,https://image.tmdb.org/t/p/w500/iQ9kJbUlHrsYipFU8W7h4LTZZ0m.jpg,"Ahmed Guessous loses his parents during the war of Gaza in 1924. He will be found and adopted by Lieutenant Bourget Bourget keep him under his protection until he died a few months later. The friend of Bourget, Gassiaux, who promised his friend to keep this child, take him and educate him without giving him the love of a father.",Drama,Ismaël Saidi,"Ismaël Saidi, Ismaël Saidi",https://www.youtube.com/watch?v=yRghflGkgUs
70,My Name Is Ahmed,1967-01-02,https://image.tmdb.org/t/p/w500None,Directed by Avshalom Katz.,,Avshalom Katz,Avshalom Katz,No trailer
71,Ahmed Deedat: Welcome To The Mosque - Open Doors To Islam,2012-04-30,https://image.tmdb.org/t/p/w500None,,,Unknown,,No trailer
72,Ahmed Notredame,2021-05-13,https://image.tmdb.org/t/p/w500/8d2KuBFQYS1l55XKSMiUIFk2shy.jpg,"A series of murders and kidnappings occur by an unknown killer, and the police begin to search for him, and when a young journalist discovers that the killer has been influenced by the well-known character (The Hunchback of Notre Dame), he disguises himself as a similar person and calls himself (Ahmed Notre Dame), and agrees with a girl to kidnap her in order to attract His killer, who already begins to search for him and communicate with him.",Comedy,Mahmoud Karim,"Loay El Sayed, Mahmoud Karim",https://www.youtube.com/watch?v=5oyQBCTL0Aw
73,"Ahmed, The Prince of the Alhambra",1998-07-17,https://image.tmdb.org/t/p/w500/bhK4HnljtGeyM11KEO8l6sR6Stf.jpg,"It is springtime for everyone. However, Prince Ahmed - a fine young boy living in the most wonderful palace existing, does not rejoice over it. On the contrary, he drags along languidly from one lesson by Eben Bonabben, his wise tutor, to another. Today, it cannot be denied that Ahmed is very learned: he knows everything about everything, including talking with birds. No, not everything mind you. There is ONE realm that is not his: the kingdom of the heart. The reason is obvious, although unknown to the prince himself. On the day of his birth, the astrologers of the court predicted that terrible disasters would arise if Ahmed should ever find love.",Animation,Juanba Berasategi,Juanba Berasategi,No trailer
74,Morgan Ahmed Morgan,2007-07-04,https://image.tmdb.org/t/p/w500/jO4SRCoTryFWneJxul71iFYR9Qg.jpg,"Morgan, who is an uneducated very rich man, is used to buy everything he wants. Now the one thing we wants is a college certificate which he seeks to buy.","Comedy, Drama",Ali Idris,"Nabil Ali Maher, Ahmad Al-Sayed, Maged Magdy, Ahmed Abdel Aziz, Ali Idris",No trailer
75,Coldplay - Live In Ahmedabad,2025-01-26,https://image.tmdb.org/t/p/w500/oBtNdEhxQUfrqvNliSSpitRPVyQ.jpg,"Coldplay presents their iconic Music of the Spheres World Tour concert live from Ahmedabad, in their biggest ever concert.",Music,Unknown,,No trailer
76,Famous in Ahmedabad,2015-02-18,https://image.tmdb.org/t/p/w500/sV3u6afVQw9nOAaiV18QL9E8kaX.jpg,"Set during the kaleidoscopic backdrop of the kite-flying festival in India, 'Amdavad Ma Famous', witnesses the transformation of an 11-year-old Zaid from a boy next door to an aggressive and a passionate kite-runner until he comes across a hindrance that prevents him from flying kites on the terrace. And thus begins the fight for the terrace on the day of the biggest kite flying festival in India.","Comedy, Documentary, Drama",Hardik Mehta,Hardik Mehta,https://www.youtube.com/watch?v=sIWTT20wvuo
77,Ahmed Sylla : Avec un grand A,2016-11-21,https://image.tmdb.org/t/p/w500/f0LEM8nBqHhntVAxYdU0xdGNJ2v.jpg,,Comedy,Fabrice Michelin,Fabrice Michelin,No trailer
78,Snakes and Ladders 2: Ahmed and Malak,,https://image.tmdb.org/t/p/w500None,,"Drama, Romance",Tarek Al-Aryan,"Tarek Al-Aryan, Ahmed Hosny, Moussa Eissa",No trailer
79,Ahmed & Ahmed,2025-06-06,https://image.tmdb.org/t/p/w500/5FQ4olYGggShLDa0wZhqw4yksak.jpg,"Ahmed El Sakka plays Ahmed Fahmy's uncle, while Fahmy plays the role of an interior designer. They go through many comedic situations and crises together.","Comedy, Action",Ahmed Nader Galal,"Ahmed Nader Galal, Ahmed Darwish, Muhammad Abdullah, Ahmed Badawy, Yasser Howaidy",No trailer
80,Ahmed lqran,2009-01-01,https://image.tmdb.org/t/p/w500None,"A film in tachelhit about Ahmed, a smart poor guy, who use his tricks to make his living.","Comedy, Drama",Oussaih Abdelaziz,"Oussaih Abdelaziz, Lahoucine Bardaouz",No trailer
81,Ahmed Sylla - Différent,2019-03-25,https://image.tmdb.org/t/p/w500/sb9FQIEwZx6gHdNjFTCz59QGLxL.jpg,"After having seduced the public with his last one-man show ""Avec un grand A"" and a detour through the movie sets, Ahmed Sylla returns to the stage full of experience.",Comedy,Moussa Sylla,"Thomas Nlend, Ahmed Sylla, Varante Soudjian, Moussa Sylla, Moussa Sylla",No trailer
82,"Karvansara Concert, Parastoo Ahmadi",2024-12-11,https://image.tmdb.org/t/p/w500/y2gq9PHsAFXAFGmP77WjC6jnkj1.jpg,"I am Parastoo, a girl who wants to sing for the people I love. This is a right I could not ignore; singing for the land I love passionately. Here, in this part of our beloved Iran, where history and our myths intertwine, hear my voice in this imaginary concert and imagine this beautiful homeland.",,Unknown,,https://www.youtube.com/watch?v=oYcaDHEnhbU
83,Memories of Milk City: Sketches for a Film on Ahmedabad,1991-01-01,https://image.tmdb.org/t/p/w500/pvKFtFZ70YOYiwzYUnY1uN74x98.jpg,"A fourteen minute cine-poem, Memories of Milk City catches Ahmedabad at a time of transition, peeling away layers of textures, gestures and sounds, tripping over a culture and a language at war with themselves.",,Ruchir Joshi,"Ranjan Palit, Suresh Rajamani, Reena Mohan, Ruchir Joshi",No trailer
84,For Ushari Ahmed Mahmoud,1991-01-01,https://image.tmdb.org/t/p/w500None,"'Denis's contribution to a film dedicated to political prisoners is a haunting ""music video"" juxtaposing a melancholy Alain Souchon song about the loneliness and powerlessness of the immigrant with footage of two African men walking the streets of Belleville in Paris.' Harvard Film Archive",,Claire Denis,Claire Denis,No trailer
85,Ahmed and Deeb,2016-01-01,https://image.tmdb.org/t/p/w500/igM6ZEsK9LaWsWkugZ3kCiTvaRl.jpg,,Documentary,Marah Zoubi,Marah Zoubi,No trailer
86,Interstellar,2014-11-05,https://image.tmdb.org/t/p/w500/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,"Adventure, Drama, Science Fiction",Christopher Nolan,"Hans Zimmer, Lynda Obst, Christopher Nolan, Hoyte van Hoytema, Emma Thomas",https://www.youtube.com/watch?v=LY19rHKAaAg
87,The Science of Interstellar,2014-11-13,https://image.tmdb.org/t/p/w500/pUvbuOTHKQWrLuGY1x2pHd1evPL.jpg,"Matthew McConaughey narrates a fascinating look at Christopher Nolan's sci-fi film, 'Interstellar', including scientific foundations, the work of consulting Scientist Kip Thorne, basic film themes, the science behind the search for planets capable of hosting life, space-time and the theory of relativity, the science of wormholes and black holes, crafting the film's visuals based on real scientific observation, the birth of the universe, the Dust Bowl and the evolution of dust as a toxin, the likelihood of future dust storms, the prospects of escaping a dying or doomed planet and the possibilities of colonizing Mars.",Documentary,Gail Willumsen,"Gail Willumsen, Rocky Collins, Sara Hutchinson, Gail Willumsen, Carey Ann Strelecki",https://www.youtube.com/watch?v=7yxaUi8LIzE
88,Interstellar: Nolan's Odyssey,2014-11-05,https://image.tmdb.org/t/p/w500/i4PpBcuLvdcJwIf3hkcV9QDR1iH.jpg,A look behind the lens of Christopher Nolan's space epic.,"Documentary, TV Movie",Dan Storey,"Tim Postins, Dan Storey, Tim Postins",No trailer
89,Faster Than Light: the Dream of Interstellar Flight,2017-06-07,https://image.tmdb.org/t/p/w500/mbgJxB70uMFK2H8DXHUj5lAMgXx.jpg,"“Faster Than Light” explores the longstanding quest to develop spacecraft with enough power and speed to reach the stars. The film asks: What will it take to reach a newly discovered planet circling our Sun’s nearest neighbor, Proxima Centauri? Based on real science and engineering, “Faster Than Light” takes audiences on a thrilling journey into the future, aboard laser-driven space sails, antimatter engines, and even warp drive – right out of science fiction. “Who can say how far, and how fast, our technology will one day take us?” said director Thomas Lucas.",Documentary,Thomas Lucas,Thomas Lucas,No trailer
90,Interstellar Wandering,2019-08-02,https://image.tmdb.org/t/p/w500/oUWDbde5bWu9syBZglWDIwB1SPm.jpg,"The film tells that the catastrophe era, the earth is a waste land, the survivors are divided into wanderers and civilians, they are attached to the rule of the interstellar armed groups, in which the rogues rely on the plundering of civilian materials as a livelihood, making civilians in this harsh It is difficult to survive in the environment. After a hundred years of black technology explosion, it will bring about a civilized renaissance. In the face of the deteriorating planet, mankind is determined to continue the race and is determined to interstellar immigration. The ""curvature engine"" developed by the Chinese researcher Hailei has become the key to the interstellar immigration, and is also the target of robbers and interstellar armed groups.",Action,Chi Cheng,Chi Cheng,No trailer
91,Inside 'Interstellar',2015-03-31,https://image.tmdb.org/t/p/w500/xWA7Bbo9VeahPcKCFYiC7NZXNoV.jpg,"Cast and crew of Christopher Nolan's ""Interstellar"" discuss project origins, the film's imagery, ambitions, incorporating IMAX footage, the human element within the film, arm shooting locations outside of Calgary, the set construction and design, working with real corn, mechanical characters, including backstory, design, the blend of practical and digital effects in bringing them to life, the differences in the characters, the human performances behind the characters, the creative process behind the film's music, Icelandic locations, vehicle interiors, the processes of simulating the absence of gravity, the crucial end-film visuals and influence and inspiration for future generations",Documentary,Jordan Goldberg,"Jordan Goldberg, Carl Jordan, Jason Hillhouse, Michael Fallavollita",No trailer
92,Interstellar Wars,2016-06-09,https://image.tmdb.org/t/p/w500/4uWZ8cdrXMLiyLNgdmqQCIM6z40.jpg,"For millennia the Alien force has watched and waited, a brooding menace that has now at last decided to take over the Earth. Communications systems worldwide are sent into chaos by a strange atmospheric interference, a massive spaceship heads towards Earth and smaller spaceships begin to cover entire cities. Suddenly, the wonder turns into horror as the spaceships destroy the cities with energy weapons. When the world counterattacks, the alien ships are invincible to military weapons.  The survivors have to use their wits to kill the aliens, or die.",Science Fiction,Marlene Mc'Cohen,"Marlene Mc'Cohen, Robert Ryan, Dennis Devine",No trailer
93,Interstellar Civil War: Shadows of the Empire,2018-04-15,https://image.tmdb.org/t/p/w500/1lDY7ZpEKOl3OaIQURjRbmFPfT8.jpg,"The Imperial Empire is attacked by an Alliance of rebels led by fanatical mystics. The ruler, Empress Nobu, the 8th generation of her family, wants to execute a bold plan to rescue a cyborg, Leah C6, trapped on the battle ravaged planet Endor. The Empress believes Leah C6 holds the secret to destroying the Alliance of Rebels before their insurgency can kill millions of citizens of the Empire. She recruits her heroic fleet commander, Lord General Luka Raan and asks him to gather a team from the Empire's elite soldiers, the Galactic Rangers. Raan assembles the team in the ruins of Endor which was attacked by depraved Rebels and outlaws led by, Kindo-Ker, a fanatical mystic in Dark Energy. The Galactic Rangers begin a desperate search to find and rescue Leah C6 before the Alliance Rebels can.","Action, Fantasy, Science Fiction",Albert Pyun,"Christopher Curnan, Cynthia Curnan, Michael Su, Tony Riparetti, Rosanne Zingale",https://www.youtube.com/watch?v=9Fw-J9Ik81w
94,Lolita from Interstellar Space,2014-03-08,https://image.tmdb.org/t/p/w500/nhWlip1s5YzhRFKGlHABGJrBhZn.jpg,"An undeniably beautiful alien is sent to Earth to study the complex mating rituals of human beings, which leads to the young interstellar traveler experiencing the passion that surrounds the centuries-old ritual of the species.",Comedy,Dean McKendrick,"T. Max Montgomery, Dean McKendrick, Nicole Crane, Rita Conroy, Dean McKendrick",No trailer
95,The Prom Goer's Interstellar Excursion,,https://image.tmdb.org/t/p/w500None,"High schooler Bennett lands the prom date of his dreams, Sophie, just days before the dance. Not long after, he witnesses Sophie being abducted by aliens in the middle of the New Mexico desert.",Adventure,Unknown,Chris McCoy,No trailer
96,How to Colonize the Stars: The Challenge of Interstellar Flight,2009-06-09,https://image.tmdb.org/t/p/w500/ddYoMPJioxY7qQxt7JyUaLCWMjw.jpg,"Leading physicists and engineers in the field of interstellar travel discuss some of the deep issues we face when considering the problem of sending spacecraft to other stars. Will mankind ever truly become a space fairing civilization? Space colonization is no longer the fodder of science fiction, it is becoming a reality. We'll need to learn how to grow food, manufacture and live off our planet.",,Christian Darkin,Christian Darkin,No trailer
